0,187836
1,457557
2,594133
3,676281
4,811378
5,861637
6,910735
7,950487
8,1017686
9,1119477
10,1169662
11,1228764
12,1428956
13,1641672
14,1859039
15,1928241
16,1988262
17,2024342
18,2068515
19,2192991
20,2251260
21,2291119
22,2323919
23,2385128
24,2473344
25,2622467
26,2767067
27,2854467
28,2970576
29,3117104
30,3170550
31,3212402
32,3260084
33,3274946
34,3573089
35,3737791
36,3906525
37,4501366
38,4659480
39,4769633
40,4925551
41,5077494
42,5164204
43,5237585
44,5360125
45,5476298
46,5580585
47,5671116
48,5813652
49,6087459
50,6229202
51,6328710
52,6470583
53,6558264
54,6621858
55,6663143
56,6753412
57,6854797
58,7059289
59,7166434
60,7291418
61,7585008
62,7733878
63,7828278
64,8005631
65,8080270
66,8158340
67,8221577
68,8282057
69,8351185
70,8397276
71,8507524
72,8627888
73,8808706
74,8952173
75,9030364
76,9112617
77,9172059
78,9238365
79,9282000
80,9329695
81,9400776
82,9448843
83,9505721
84,9555354
85,9658293
86,9753926
87,9797530
88,9856369
89,9887739
90,9926500
91,9953443
92,9989886
93,10012904
94,10037230
95,10062531
96,10081591
97,10117607
98,10166536
99,10194380
100,10222249
101,10244591
102,10257601
103,10268529
104,10283052
105,10294186
106,10304672
107,10314633
108,10321367
109,10336700
