IndirectNetworkEffectsStrengthA,IndirectNetworkEffectsStrengthB,aAdoptersA_user_TMAX,aAdoptersA_cmpl_TMAX,aAdoptersB_user_TMAX,aAdoptersB_cmpl_TMAX,mhg_user_TMAX,mhg_cmpl_TMAX,mhg_ratios_user_TMAX,mhg_ratios_cmpl_TMAX
0.07102040816326531,0.9863265306122448,4.122445220391798e7,58.05459803202216,2.6193363819992397e7,45.08662787020174,4.437021622420065e7,0.0,0.658137846062298,0.0
0.07102040816326531,1.04734693877551,4.185950228765007e7,58.054635503666965,2.571836263226509e7,45.08662044174684,4.453026493534863e7,0.0,0.6589474969077571,0.0
0.07102040816326531,1.1083673469387756,4.225669172609228e7,58.054670450226794,2.5053041033290073e7,45.08661359343865,4.426213276041716e7,0.0,0.6575888945903954,0.0
0.07102040816326531,1.1693877551020408,4.238747826414788e7,58.054701938122264,2.4196860091428604e7,45.08660742752633,4.353673835563804e7,0.0,0.6538585413756208,0.0
0.07102040816326531,1.230408163265306,4.223643332459559e7,58.0547295119028,2.3158665930808503e7,45.0866019805664,4.2347499255407386e7,0.0,0.647563804284736,0.0
0.07102040816326531,1.2914285714285714,4.1805115741512895e7,58.05475314767063,2.1957500847028714e7,45.08659723389033,4.071501658854193e7,0.0,0.6385405550602604,0.0
0.07102040816326531,1.3524489795918366,4.111382363004128e7,58.054773106887666,2.062212798299345e7,45.08659313322835,3.868835161303464e7,0.0,0.6266745810534508,0.0
0.07102040816326531,1.4134693877551021,4.020039197740794e7,58.054789784543146,1.9189148678324047e7,45.086589608070604,3.6341940655731834e7,0.0,0.6119249324792393,0.0
0.07102040816326531,1.4744897959183674,3.911592254048953e7,58.054803605967024,1.7699888587827653e7,45.08658658537607,3.376821112831702e7,0.0,0.5943453144064476,0.0
0.07102040816326531,1.5355102040816326,3.7918312847333506e7,58.05481497689697,1.6196562433885165e7,45.086583996877955,3.1067275281218596e7,0.0,0.5740986211235145,0.0
0.07102040816326531,1.596530612244898,3.666518673624485e7,58.05482426728689,1.4718446640355216e7,45.08658178176694,2.8336033376600176e7,0.0,0.5514602902624692,0.0
0.07102040816326531,1.6575510204081632,3.540790185169504e7,58.05483180904818,1.3298779440947816e7,45.08657988691308,2.565908129264276e7,0.0,0.5268082450224044,0.0
0.07102040816326531,1.7185714285714286,3.418772116747681e7,58.05483789677615,1.1962867598823398e7,45.086578266166725,2.3102988766300373e7,0.0,0.5006000873204567,0.0
0.07102040816326531,1.779591836734694,3.3034379190509845e7,58.054842788202656,1.072752075603214e7,45.08657687950609,2.0714299946541946e7,0.0,0.4733409648997373,0.0
0.07102040816326531,1.8406122448979592,3.196659286842945e7,58.05484670469798,9.601610921324674e6,45.08657569229656,1.8520603789754033e7,0.0,0.44554736796972344,0.0
0.07102040816326531,1.9016326530612244,3.0993768965058673e7,58.05484983271518,8.587369624597488e6,45.086574674677045,1.6533538589656027e7,0.0,0.41771255650479894,0.0
0.07102040816326531,1.96265306122449,3.011819287517313e7,58.054852326499564,7.682007320848485e6,45.08657380103268,1.4752600196021631e7,0.0,0.3902783614774164,0.0
0.07102040816326531,2.023673469387755,2.9337186285294466e7,58.05485431177426,6.879322248640763e6,45.08657304951092,1.3168908533935294e7,0.0,0.36361618132228,0.0
0.07102040816326531,2.0846938775510204,2.864495032921191e7,58.05485588989064,6.171092315288836e6,45.0865724015609,1.1768442644500777e7,0.0,0.33801781450769286,0.0
0.07102040816326531,2.145714285714286,2.8033991362164147e7,58.054857141947615,5.548161379727376e6,45.08657184149938,1.0534552741891649e7,0.0,0.3136949802729736,0.0
0.07102040816326531,2.206734693877551,2.7496138825241253e7,58.054858132562075,5.001215068952893e6,45.08657135610892,9.449753894193957e6,0.0,0.2907853336293394,0.0
0.07102040816326531,2.2677551020408164,2.702321924599141e7,58.05485891313297,4.52128771204941e6,45.086570934267684,8.49690695804078e6,0.0,0.2693624905706407,0.0
0.07102040816326531,2.3287755102040815,2.6607466542576846e7,58.054859524548746,4.1000594383069086e6,45.086570566626975,7.659925980883818e6,0.0,0.24944783847621993,0.0
0.07102040816326531,2.389795918367347,2.624174397876264e7,58.05485999939373,3.7300020978524154e6,45.08657024532635,6.924146076615007e6,0.0,0.23102244556974455,0.0
0.07102040816326531,2.4508163265306124,2.5919639546983153e7,58.054860363694395,3.4044236857657437e6,45.086569963750996,6.276463232748944e6,0.0,0.21403797907990585,0.0
0.07102040816326531,2.5118367346938775,2.5635481294386674e7,58.05486063830757,3.117449427718408e6,45.08656971632683,5.7053307221051445e6,0.0,0.19842605879890082,0.0
0.07102040816326531,2.572857142857143,2.5384305517706286e7,58.054860840003954,2.8639668338913755e6,45.08656949834501,5.200672351597739e6,0.0,0.1841058556384104,0.0
0.07102040816326531,2.633877551020408,2.516179998483384e7,58.054860982318985,2.639553154806288e6,45.08656930582252,4.753753139639845e6,0.0,0.17098999159367462,0.0
0.07102040816326531,2.6948979591836735,2.496423640965318e7,58.054861076217435,2.4403970124537e6,45.086569135377225,4.357033422106906e6,0.0,0.1589889328201032,0.0
0.07102040816326531,2.755918367346939,2.4788400862752635e7,58.05486113061399,2.263221274475652e6,45.08656898413258,4.0040221372282687e6,0.0,0.14801412340141912,0.0
0.07102040816326531,2.816938775510204,2.4631527084232226e7,58.05486115278276,2.105211071331244e6,45.08656884963286,3.689138155563512e6,0.0,0.13798011313492495,0.0
0.07102040816326531,2.8779591836734695,2.4491235265252862e7,58.05486114868239,1.9639488149967925e6,45.08656872977722,3.4075840802496336e6,0.0,0.12880591077775166,0.0
0.07102040816326531,2.9389795918367345,2.4365477373726703e7,58.05486112320836,1.8373568209115977e6,45.08656862276173,3.1552341946382914e6,0.0,0.12041576003575691,0.0
0.07102040816326531,3.0,2.4252489213770058e7,58.054861080397934,1.7236474031636175e6,45.086568527032895,2.928536616933784e6,0.0,0.11273949856826246,0.0
0.1320408163265306,0.01,2.8494277781998953e6,58.05422482982067,8.414087254405992e6,45.08672153017594,2.768447243167709e6,0.0,0.24578892425264612,0.0
0.1320408163265306,0.07102040816326531,3.3733907590667508e6,58.05422518395545,8.703840126390867e6,45.08672142633831,3.274090017698874e6,0.0,0.2710960855804502,0.0
0.1320408163265306,0.1320408163265306,4.14901433558066e6,58.05422579763132,9.12852883078934e6,45.086721249272365,4.013712019421674e6,0.0,0.3022932758816252,0.0
0.1320408163265306,0.19306122448979593,5.352662061329742e6,58.054226952006076,9.779362076690039e6,45.086720922276825,5.146548902120792e6,0.0,0.34010974706218544,0.0
0.1320408163265306,0.2540816326530612,7.306959209105869e6,58.05422932284937,1.0821076860195916e7,45.08672026292207,6.963566205792258e6,0.0,0.3841324112094215,0.0
0.1320408163265306,0.31510204081632653,1.0537937570808616e7,58.05423453390586,1.2523900225745358e7,45.086718829960816,9.955811844237525e6,0.0,0.4317007140569334,0.0
0.1320408163265306,0.37612244897959185,1.5518358784701202e7,58.054245786607545,1.516065351762599e7,45.08671570250923,1.4673157699304963e7,0.0,0.4782799900696905,0.0
0.1320408163265306,0.43714285714285717,2.161152980416764e7,58.05426598816192,1.8501996453863412e7,45.08670982005807,2.0876797006091252e7,0.0,0.5204428269856118,0.0
0.1320408163265306,0.4981632653061224,2.689800312957265e7,58.05429257985275,2.1553193557021227e7,45.086701547590955,2.693344429545102e7,0.0,0.5558881129328912,0.0
0.1320408163265306,0.5591836734693878,3.045257442343479e7,58.05431996234436,2.362863678701198e7,45.08669270080044,3.1518185793566275e7,0.0,0.5827936373488241,0.0
0.1320408163265306,0.6202040816326531,3.2752215271243207e7,58.05434615069677,2.486080384955809e7,45.08668439903458,3.469394684812411e7,0.0,0.6021893554194556,0.0
0.1320408163265306,0.6812244897959183,3.443154151478716e7,58.0543721511023,2.5597741208000455e7,45.08667663471648,3.701089489279647e7,0.0,0.6165473451300598,0.0
0.1320408163265306,0.7422448979591837,3.5843460406907424e7,58.0543993830528,2.6064050298843563e7,45.08666905207956,3.8865617777415335e7,0.0,0.6278013335432797,0.0
0.1320408163265306,0.803265306122449,3.71291371231793e7,58.05442871643288,2.6358232994348478e7,45.086661391295166,4.044072617303291e7,0.0,0.6369885238303156,0.0
0.1320408163265306,0.8642857142857143,3.832574121906762e7,58.05446038244665,2.6510655998380944e7,45.08665356656838,4.178893420476301e7,0.0,0.644528937420923,0.0
0.1320408163265306,0.9253061224489796,3.942498768122608e7,58.05449405969864,2.6521595454840336e7,45.08664562986814,4.289899990438304e7,0.0,0.6505113360592207,0.0
0.1320408163265306,0.9863265306122448,4.0398642083505675e7,58.05452896610491,2.6379669876059383e7,45.08663772177753,4.373071371412429e7,0.0,0.654864018434663,0.0
0.1320408163265306,1.04734693877551,4.120987027564478e7,58.05456398316325,2.6070537041354172e7,45.086630026567875,4.423280747441048e7,0.0,0.6574396505360438,0.0
0.1320408163265306,1.1083673469387756,4.181980871662723e7,58.054597852735235,2.5581679847891286e7,45.08662273057292,4.435388857670696e7,0.0,0.6580550299605065,0.0
0.1320408163265306,1.1693877551020408,4.2192913146465756e7,58.05462942595592,2.4905665872829888e7,45.08661598655569,4.4050979020119905e7,0.0,0.6565113548448186,0.0
0.1320408163265306,1.230408163265306,4.2302079317600235e7,58.05465787786398,2.4042605404253937e7,45.086609891061784,4.329708472190399e7,0.0,0.6526081916497792,0.0
0.1320408163265306,1.2914285714285714,4.213338142382604e7,58.05468279917709,2.300184107755078e7,45.08660447958773,4.2087622501379356e7,0.0,0.6461576530346498,0.0
0.1320408163265306,1.3524489795918366,4.1689669680683054e7,58.05470414987186,2.180264044600352e7,45.086599737219956,4.044471012668657e7,0.0,0.637001710065156,0.0
0.1320408163265306,1.4134693877551021,4.0992041889046535e7,58.054722136183784,2.0473637476304322e7,45.08659561664771,3.841807936535092e7,0.0,0.6250330226888825,0.0
0.1320408163265306,1.4744897959183674,4.0078442700754024e7,58.0547370874263,1.9050926043458585e7,45.08659205532192,3.608176874421285e7,0.0,0.6102173845335431,0.0
0.1320408163265306,1.5355102040816326,3.8999357448383205e7,58.05474937289014,1.7574996155834723e7,45.08658898742358,3.3526753604217824e7,0.0,0.5926139932373565,0.0
0.1320408163265306,1.596530612244898,3.7811489845834754e7,58.05475935971112,1.608701600524424e7,45.086586350283206,3.085090585107919e7,0.0,0.5723888884103748,0.0
0.1320408163265306,1.6575510204081632,3.657096939681599e7,58.054767395469696,1.4625159175549418e7,45.08658408690292,2.8148528572365247e7,0.0,0.5498175224827299,0.0
0.1320408163265306,1.7185714285714286,3.532765905718606e7,58.05477380072084,1.3221654764757171e7,45.086582146437244,2.5501713821943514e7,0.0,0.5252744439493457,0.0
0.1320408163265306,1.779591836734694,3.4121556030052185e7,58.05477886420565,1.1901003443819385e7,45.08658048389216,2.297495947387178e7,0.0,0.49921081609803497,0.0
0.1320408163265306,1.8406122448979592,3.298147369958058e7,58.054782839294816,1.067946314795773e7,45.086579059657204,2.0613336847538285e7,0.0,0.47212309986656886,0.0
0.1320408163265306,1.9016326530612244,3.192556452962222e7,58.05478594232199,9.565605392623113e6,45.08657783906498,1.8443569922245365e7,0.0,0.44451795302009345,0.0
0.1320408163265306,1.96265306122449,3.0962973117395576e7,58.05478835330968,8.561571809328476e6,45.086576791984406,1.6476944926723942e7,0.0,0.4168788016983151,0.0
0.1320408163265306,2.023673469387755,3.00959437800579e7,58.0547902188121,7.664636082398348e6,45.08657589242618,1.471297986245628e7,0.0,0.38963861031924396,0.0
0.1320408163265306,2.0846938775510204,2.93218979068031e7,58.05479165610422,6.868755182205204e6,45.08657511813414,1.3143053089008352e7,0.0,0.3631615339099839,0.0
0.1320408163265306,2.145714285714286,2.8635211809331823e7,58.05479275787295,6.165913305158873e6,45.08657445016817,1.1753525114490708e7,0.0,0.3377340553164101,0.0
0.1320408163265306,2.206734693877551,2.8028596053583443e7,58.05479359678384,5.547173443005507e6,45.08657387248967,1.052816949658903e7,0.0,0.31356450364178884,0.0
0.1320408163265306,2.2677551020408164,2.749408394040141e7,58.0547942295559,5.003431117707826e6,45.086573371562544,9.449915058109358e6,0.0,0.2907888508155728,0.0
0.1320408163265306,2.3287755102040815,2.7023689202695917e7,58.05479470038889,4.5259092980375085e6,45.08657293598942,8.50199850073338e6,0.0,0.26948040243794974,0.0
0.1320408163265306,2.389795918367347,2.660980895408211e7,58.05479504374496,4.1064505423632483e6,45.08657255618274,7.6686594964453485e6,0.0,0.24966124203153073,0.0
0.1320408163265306,2.4508163265306124,2.6245443835561227e7,58.05479528654618,3.7376623980770875e6,45.0865722240771,6.935506233638233e6,0.0,0.23131379983096034,0.0
0.1320408163265306,2.5118367346938775,2.592429468085255e7,58.054795449887784,3.412963765357493e6,45.086571932882386,6.289658446209996e6,0.0,0.21439148643497496,0.0
0.1320408163265306,2.572857142857143,2.5640780599840123e7,58.054795550353575,3.126569053626231e6,45.086571676874414,5.71974965346642e6,0.0,0.19882782815820546,0.0
0.1320408163265306,2.633877551020408,2.5390010427769274e7,58.054795601036545,2.8734366217046194e6,45.08657145121553,5.215847049473938e6,0.0,0.18454391073897788,0.0
0.1320408163265306,2.6948979591836735,2.5167729156330004e7,58.05479561230864,2.649199483207699e6,45.08657125181189,4.769328639537721e6,0.0,0.171454178185539,0.0
0.1320408163265306,2.755918367346939,2.4970253308450658e7,58.05479559242224,2.450089833983953e6,45.086571075186434,4.372743142434638e6,0.0,0.15947076663922408,0.0
0.1320408163265306,2.816938775510204,2.4794403838732403e7,58.05479554796661,2.2728643938339585e6,45.08657091838022,4.0196682325664004e6,0.0,0.14850660946013314,0.0
0.1320408163265306,2.8779591836734695,2.4637441515136667e7,58.05479548422293,2.1147344644779484e6,45.08657077886714,3.704575979614475e6,0.0,0.13847755720646399,0.0
0.1320408163265306,2.9389795918367345,2.4497007382413443e7,58.05479540543835,1.9733026021957153e6,45.08657065448405,3.4227099846091727e6,0.0,0.1293037363974682,0.0
0.1320408163265306,3.0,2.437106943453167e7,58.05479531504011,1.8465065612643815e6,45.08657054337353,3.1699759957961794e6,0.0,0.12091033878587709,0.0
0.19306122448979593,0.01,2.5380139751947173e6,58.054224474247576,8.239437077473223e6,45.08672163227908,2.462123945094556e6,0.0,0.22845141518736578,0.0
0.19306122448979593,0.07102040816326531,2.92931535989997e6,58.054224663868865,8.4569366175642e6,45.0867215729986,2.8424233523750543e6,0.0,0.24963643506228553,0.0
0.19306122448979593,0.1320408163265306,3.4882140850263764e6,58.05422497655788,8.765139383279301e6,45.086721476547055,3.3798232316764975e6,0.0,0.27582842855375816,0.0
0.19306122448979593,0.19306122448979593,4.321235455588916e6,58.05422553172716,9.219762798720594e6,45.08672130804068,4.171146475990998e6,0.0,0.30803832905476547,0.0
0.19306122448979593,0.2540816326530612,5.622913792998332e6,58.05422660601093,9.920994641462497e6,45.08672098783735,5.391557295661228e6,0.0,0.34685982089988066,0.0
0.19306122448979593,0.31510204081632653,7.745485424509622e6,58.05422888039407,1.1048205953683855e7,45.086720321662845,7.358936384649811e6,0.0,0.39156418164812823,0.0
0.19306122448979593,0.37612244897959185,1.123502828270894e7,58.05423400566002,1.2883237518453358e7,45.08671883394681,1.059004891524e7,0.0,0.4390883242828201,0.0
0.19306122448979593,0.43714285714285717,1.6463778993221972e7,58.05424511513631,1.565735946214378e7,45.08671556150574,1.5575719314623896e7,0.0,0.4849055812971041,0.0
0.19306122448979593,0.4981632653061224,2.2525022538037658e7,58.05426453325702,1.9004192354667593e7,45.08670955072562,2.1842557848347493e7,0.0,0.5259564358435347,0.0
0.19306122448979593,0.5591836734693878,2.7517308049989868e7,58.05428916458014,2.1899482292114757e7,45.086701425485046,2.766993728139118e7,0.0,0.5599298758546757,0.0
0.19306122448979593,0.6202040816326531,3.0807533928100314e7,58.054314010998965,2.3806476132819664e7,45.08669296605639,3.1969440360618684e7,0.0,0.5853706828148659,0.0
0.19306122448979593,0.6812244897959183,3.2960658496752623e7,58.054337736959106,2.4931266887523193e7,45.086685069050155,3.494975547406632e7,0.0,0.6037069114919974,0.0
0.19306122448979593,0.7422448979591837,3.456846839505886e7,58.054361439308146,2.5608451178903233e7,45.086677628650506,3.715303572252892e7,0.0,0.6173967691527474,0.0
0.19306122448979593,0.803265306122449,3.594193670056343e7,58.05438640309652,2.603882263094494e7,45.08667029540968,3.893775389605242e7,0.0,0.628223247278904,0.0
0.19306122448979593,0.8642857142857143,3.720118599069482e7,58.05441336985205,2.6307273435155e7,45.08666283878454,4.046162399388598e7,0.0,0.6371060542119984,0.0
0.19306122448979593,0.9253061224489796,3.837475260135797e7,58.05444250150931,2.6438311879068945e7,45.08665519473613,4.176557351055284e7,0.0,0.64440053630184,0.0
0.19306122448979593,0.9863265306122448,3.945115170498491e7,58.05447346549969,2.643011827894232e7,45.086647425994386,4.2833683295507774e7,0.0,0.6501648086923297,0.0
0.19306122448979593,1.04734693877551,4.040120178285085e7,58.05450552171808,2.6270834762381848e7,45.0866396754149,4.3624437937880225e7,0.0,0.6543138652781941,0.0
