min_mhg_ratios_user_TMAX,IndirectNetworkEffectsStrengthA_min,IndirectNetworkEffectsStrengthB_min,max_mhg_ratios_user_TMAX,IndirectNetworkEffectsStrengthA_max,IndirectNetworkEffectsStrengthB_max
0.0016250267344519642,0.01,3.0,0.31915477129784114,3.0,0.01
