IndirectNetworkEffectsStrengthA,IndirectNetworkEffectsStrengthB,aAdoptersA_user_TMAX,aAdoptersA_cmpl_TMAX,aAdoptersB_user_TMAX,aAdoptersB_cmpl_TMAX,mhg_user_TMAX,mhg_cmpl_TMAX,mhg_ratios_user_TMAX,mhg_ratios_cmpl_TMAX
0.01,1.6575510204081632,2.010752748692943e7,134.2344915777165,5.120492891713659e6,99.88253707891107,170494.20774228883,0.0,0.006758128667385316,0.0
0.01,1.7185714285714286,2.010752173175513e7,134.23486443452512,5.108869847047048e6,99.82904852884595,159043.64066828886,0.0,0.006307153034615261,0.0
0.01,1.779591836734694,2.0107516383043736e7,134.23517317686984,5.098075588920566e6,99.78999859799798,148409.9249770061,0.0,0.0058879761737823735,0.0
0.01,1.8406122448979592,2.010751141264677e7,134.23542899272636,5.088049458541136e6,99.76133473320695,138533.30657799396,0.0,0.005498321997523465,0.0
0.01,1.9016326530612244,2.0107506794248927e7,134.23564108726936,5.078735415278386e6,99.7401719896662,129358.57061855792,0.0,0.005136080624588962,0.0
0.01,1.96265306122449,2.010750250326905e7,134.23581703998485,5.070081662786508e6,99.72445190933429,120834.67582744562,0.0,0.004799295874874088,0.0
0.01,2.023673469387755,2.0107498516764034e7,134.2359630963976,5.062040308369131e6,99.71270106848971,112914.42107708841,0.0,0.004486153753613362,0.0
0.01,2.0846938775510204,2.0107494813334588e7,134.23608440658154,5.0545670522202e6,99.70386073935371,105554.14094503249,0.0,0.004194971839312151,0.0
0.01,2.145714285714286,2.0107491373033714e7,134.23618522033118,5.047620903570423e6,99.69716684714562,98713.42742933442,0.0,0.003924189498495867,0.0
0.01,2.206734693877551,2.0107488177277237e7,134.23626904698156,5.041163921112933e6,99.69206532870943,92354.87529635546,0.0,0.00367235885784381,0.0
0.01,2.2677551020408164,2.010748520875946e7,134.2363387864105,5.035160975379649e6,99.68815235581722,86443.8488203089,0.0,0.0034381364708874914,0.0
0.01,2.3287755102040815,2.0107482451372255e7,134.23639683648284,5.029579530997823e6,99.68513201620394,80948.26791836189,0.0,0.0032202756223115928,0.0
0.01,2.389795918367347,2.010747989012659e7,134.23644518126054,5.024389446980688e6,99.68278626275476,75838.41189874514,0.0,0.0030176192181124188,0.0
0.01,2.4508163265306124,2.010747751108088e7,134.23648546346274,5.019562793402939e6,99.68095349933705,71086.73922618623,0.0,0.0028290932145120604,0.0
0.01,2.5118367346938775,2.0107475301270276e7,134.23651904404647,5.015073682984674e6,99.6795132616662,66667.7218733659,0.0,0.002653700542693679,0.0
0.01,2.572857142857143,2.0107473248642176e7,134.2365470512207,5.010898116256202e6,99.67837521224922,62557.6929717077,0.0,0.002490515490153507,0.0
0.01,2.633877551020408,2.0107471341994125e7,134.2365704208175,5.007013839112605e6,99.67747119911238,58734.70660263534,0.0,0.0023386785028275485,0.0
0.01,2.6948979591836735,2.010746957091567e7,134.2365899295443,5.003400211682615e6,99.67674949841724,55178.40868363772,0.0,0.0021973913751835114,0.0
0.01,2.755918367346939,2.010746792573442e7,134.23660622240925,5.000038087540666e6,99.67617061990138,51869.91800386754,0.0,0.002065912798206336,0.0
0.01,2.816938775510204,2.010746639746551e7,134.23661983535214,4.996909702386009e6,99.67570423544272,48791.71655354688,0.0,0.0019435542376946568,0.0
0.01,2.8779591836734695,2.010746497776279e7,134.23663121393005,4.993998571391876e6,99.67532691828904,45927.54837111553,0.0,0.0018296761175370677,0.0
0.01,2.9389795918367345,2.010746365887487e7,134.23664072875192,4.991289394505034e6,99.67502047010962,43262.3262034378,0.0,0.0017236842846904664,0.0
0.01,3.0,2.010746243360328e7,134.23664868825358,4.9887679690390965e6,99.67477067633797,40782.045338260046,0.0,0.0016250267344519642,0.0
0.07102040816326531,0.01,2.010753999414877e7,133.75024716964597,6.28256728635454e6,131.72654920731645,1.3137471774870313e6,0.0,0.04978180511064507,0.0
0.07102040816326531,0.07102040816326531,2.0107511107970204e7,133.84096126213038,6.180766565567665e6,131.19200943839928,1.2137892940086008e6,0.0,0.04617226389199385,0.0
0.07102040816326531,0.1320408163265306,2.010748281070016e7,133.91454378862252,6.087439346343905e6,130.64154141587082,1.1221100810295339e6,0.0,0.04283693130684826,0.0
0.07102040816326531,0.19306122448979593,2.010745534829415e7,133.97425566592875,6.001787132713843e6,130.0636174098058,1.0379362333640078e6,0.0,0.03975359431124853,0.0
0.07102040816326531,0.2540816326530612,2.010742889062332e7,134.02273772906474,5.923098283847072e6,129.44553325591644,960577.4542774018,0.0,0.036901959297216784,0.0
0.07102040816326531,0.31510204081632653,2.0107403549280077e7,134.0621264827726,5.850737735180264e6,128.77257760803778,889416.8299712082,0.0,0.034263502160058405,0.0
0.07102040816326531,0.37612244897959185,2.0107379391426876e7,134.0941494490018,5.78413775347654e6,128.02700503339975,823902.1215408308,0.0,0.03182131494766466,0.0
0.07102040816326531,0.43714285714285717,2.0107356450546063e7,134.1202031525881,5.722789760537128e6,127.18682144549737,763538.0293132152,0.0,0.029559957697242786,0.0
0.07102040816326531,0.4981632653061224,2.0107334734785438e7,134.1414165874573,5.666237176228292e6,126.22452835904991,707879.3975266358,0.0,0.02746531990096957,0.0
0.07102040816326531,0.5591836734693878,2.0107314233425498e7,134.1587026847696,5.614069191655379e6,125.10629637086568,656525.2845748718,0.0,0.025524493520620476,0.0
0.07102040816326531,0.6202040816326531,2.0107294921895534e7,134.17279994936447,5.565915368941823e6,123.79266202915568,609113.807003723,0.0,0.023725657995373985,0.0
0.07102040816326531,0.6812244897959183,2.0107276765656155e7,134.18430608725808,5.521440963596114e6,122.24274506000097,565317.6627507679,0.0,0.022057976864972923,0.0
0.07102040816326531,0.7422448979591837,2.010725972320587e7,134.19370513628704,5.480342871881477e6,120.42457003646274,524840.2439290852,0.0,0.020511505209552187,0.0
0.07102040816326531,0.803265306122449,2.0107243748398367e7,134.20138934186906,5.442346114632611e6,118.33262245498098,487412.25776095036,0.0,0.019077106927114017,0.0
0.07102040816326531,0.8642857142857143,2.0107228792229712e7,134.207676790999,5.407200778297777e6,116.00815521706103,452788.7837850553,0.0,0.017746380828677653,0.0
0.07102040816326531,0.9253061224489796,2.0107214804203946e7,134.21282562683697,5.374679343394809e6,113.54962343155312,420746.7049479026,0.0,0.016511594566354124,0.0
0.07102040816326531,0.9863265306122448,2.010720173337291e7,134.21704550909402,5.344574341800903e6,111.0993393769365,391082.45901819266,0.0,0.015365625481817064,0.0
0.07102040816326531,1.04734693877551,2.0107189529122826e7,134.22050685700816,5.316696298109731e6,108.8065298934918,363610.0646605089,0.0,0.014301907549908496,0.0
0.07102040816326531,1.1083673469387756,2.0107178141756326e7,134.2233483073638,5.290871922559554e6,106.78639616425811,338159.38339828554,0.0,0.013314383684651352,0.0
0.07102040816326531,1.1693877551020408,2.0107167522920102e7,134.22568273555584,5.266942527710442e6,105.09767623501342,314574.58461904316,0.0,0.012397462767811477,0.0
0.07102040816326531,1.230408163265306,2.010715762590927e7,134.22760211960065,5.244762638897571e6,103.74500251926085,292712.7858109795,0.0,0.01154598084695458,0.0
0.07102040816326531,1.2914285714285714,2.0107148405874323e7,134.22918147209964,5.224198767003916e6,102.69628875555414,272442.844473474,0.0,0.01075516602469422,0.0
0.07102040816326531,1.3524489795918366,2.010713981995558e7,134.23048202104985,5.20512831579107e6,101.9022477977415,253644.28172158072,0.0,0.01002060662289594,0.0
0.07102040816326531,1.4134693877551021,2.0107131827357538e7,134.23155378497498,5.187438602780352e6,101.31076432994196,236206.32060630986,0.0,0.009338222258357688,0.0
0.07102040816326531,1.4744897959183674,2.0107124389379907e7,134.2324376593135,5.171025978672713e6,100.87481462520945,220027.02468913823,0.0,0.008704237512852831,0.0
0.07102040816326531,1.5355102040816326,2.0107117469414286e7,134.23316710821263,5.155795034027246e6,100.55552302051996,205012.52451897212,0.0,0.008115157921361742,0.0
0.07102040816326531,1.596530612244898,2.0107111032914016e7,134.23376953746586,5.1416578838741e6,100.32240938997775,191076.32143029346,0.0,0.007567748037934841,0.0
0.07102040816326531,1.6575510204081632,2.0107105047345884e7,134.23426740963885,5.128533522019523e6,100.15235949238517,178138.6595692606,0.0,0.0070590113691638675,0.0
0.07102040816326531,1.7185714285714286,2.0107099482127905e7,134.23467915052768,5.116347237594927e6,100.02821149680094,166125.95830771842,0.0,0.006586171991229909,0.0
0.07102040816326531,1.779591836734694,2.010709430855611e7,134.23501988665373,5.105030087133178e6,99.93739045215514,154970.2982628982,0.0,0.006146657688607735,0.0
0.07102040816326531,1.8406122448979592,2.010708949972646e7,134.23530204576753,5.09451841617141e6,99.87075515946658,144608.95503604342,0.0,0.005738084471380896,0.0
0.07102040816326531,1.9016326530612244,2.0107085030450642e7,134.23553584624443,5.084753425060943e6,99.82168927190895,134983.97554328514,0.0,0.005358242344307854,0.0
0.07102040816326531,1.96265306122449,2.010708087717155e7,134.2357296962548,5.075680774292986e6,99.78541271201208,126041.79245932862,0.0,0.005005082214722009,0.0
0.07102040816326531,2.023673469387755,2.010707701787775e7,134.23589051962264,5.06725022521325e6,99.75847233350818,117732.87284736047,0.0,0.004676703838418237,0.0
0.07102040816326531,2.0846938775510204,2.0107073432017837e7,134.23602402205458,5.059415312493514e6,99.7383706544466,110011.39752238932,0.0,0.004371344713170688,0.0
0.07102040816326531,2.145714285714286,2.010707010041786e7,134.2361349088423,5.052133045161361e6,99.72329761909943,102834.96810261755,0.0,0.004087369838686124,0.0
0.07102040816326531,2.206734693877551,2.0107067005200133e7,134.2362270630127,5.045363633364983e6,99.71193777405925,96164.33905487377,0.0,0.0038232622698272834,0.0
0.07102040816326531,2.2677551020408164,2.010706412970385e7,134.2363036912442,5.039070238374461e6,99.70333200022283,89963.17234431957,0.0,0.003577614397007401,0.0
0.07102040816326531,2.3287755102040815,2.010706145841079e7,134.23636744347579,5.033218743603773e6,99.696778435815,84197.81256280374,0.0,0.0033491198939006547,0.0
0.07102040816326531,2.389795918367347,2.0107058976872735e7,134.23642051102496,5.027777544682054e6,99.69176144386303,78837.080640261,0.0,0.0031365662781475813,0.0
0.07102040816326531,2.4508163265306124,2.010705667164324e7,134.23646470714175,5.022717356816421e6,99.68790061265769,73852.08444477017,0.0,0.0029388280356652677,0.0
0.07102040816326531,2.5118367346938775,2.0107054530211613e7,134.2365015331864,5.018011037874543e6,99.68491406240695,69216.04475300024,0.0,0.0027548602635655774,0.0
0.07102040816326531,2.572857142857143,2.0107052540942475e7,134.2365322330592,5.01363342577876e6,99.68259197632065,64904.1352278565,0.0,0.002583692790628353,0.0
0.07102040816326531,2.633877551020408,2.010705069301589e7,134.2365578379749,5.00956118894725e6,99.68077745016869,60893.33517668668,0.0,0.0024244247378132915,0.0
0.07102040816326531,2.6948979591836735,2.0107048976374086e7,134.2365792033341,5.005772688643023e6,99.67935259131907,57162.293984261756,0.0,0.0022762194844831193,0.0
0.07102040816326531,2.755918367346939,2.0107047381668378e7,134.23659703911827,5.002247852204512e6,99.67822839270436,53691.20622179755,0.0,0.002138300008889423,0.0
0.07102040816326531,2.816938775510204,2.010704590021212e7,134.23661193493646,4.998968056230189e6,99.67733732913004,50461.69652845714,0.0,0.0020099445740771786,0.0
0.07102040816326531,2.8779591836734695,2.010704452393346e7,134.23662438071435,4.9959160188777e6,99.67662792299771,47456.71344657619,0.0,0.0018904827327295693,0.0
0.07102040816326531,2.9389795918367345,2.0107043245334104e7,134.23663478376156,4.993075700516015e6,99.67606073949551,44660.43146754343,0.0,0.0017792916266210475,0.0
0.07102040816326531,3.0,2.010704205744941e7,134.23664348288082,4.990432212040211e6,99.67560542302732,42058.160613033666,0.0,0.001675792558303874,0.0
0.1320408163265306,0.01,2.010711431364092e7,133.69158160817952,6.349402334169493e6,132.7716800042935,1.3798093538264972e6,0.0,0.05215385578511874,0.0
0.1320408163265306,0.07102040816326531,2.010708837828319e7,133.79346534403965,6.2421114655137e6,132.3216032832667,1.27441752103854e6,0.0,0.0483664600289015,0.0
0.1320408163265306,0.1320408163265306,2.0107062648571365e7,133.87608086649485,6.143821263789622e6,131.8717697403825,1.1778222843724596e6,0.0,0.0448679095265759,0.0
0.1320408163265306,0.19306122448979593,2.010703743168926e7,133.94309553974858,6.053671246938131e6,131.41250046700307,1.0891900667825767e6,0.0,0.04163457802931831,0.0
0.1320408163265306,0.2540816326530612,2.0107012947323553e7,133.99748131772125,5.970896344782719e6,130.93353110600475,1.0077785237702396e6,0.0,0.038644912538111025,0.0
0.1320408163265306,0.31510204081632653,2.0106989347794883e7,134.04164347172897,5.894815434518826e6,130.4232648509146,932925.7993168195,0.0,0.035879270963198324,0.0
0.1320408163265306,0.37612244897959185,2.010696673374636e7,134.0775271176208,5.824821011359133e6,129.8678093788926,864040.7871340328,0.0,0.03331975394936342,0.0
0.1320408163265306,0.43714285714285717,2.0106945166345976e7,134.10670463242494,5.760370057812932e6,129.2497390670274,800594.4833173854,0.0,0.030950041640566788,0.0
0.1320408163265306,0.4981632653061224,2.0106924676768668e7,134.13044696183783,5.70097606627104e6,128.5465766589514,742112.4045659754,0.0,0.02875524096108903,0.0
0.1320408163265306,0.5591836734693878,2.0106905273563467e7,134.14978154187457,5.646202117237767e6,127.7291547884548,688167.9905499532,0.0,0.026721745850202146,0.0
0.1320408163265306,0.6202040816326531,2.010688694837825e7,134.16553920837362,5.595654895791326e6,126.76040437658287,638376.886204721,0.0,0.024837111055984212,0.0
0.1320408163265306,0.6812244897959183,2.0106869680403702e7,134.17839211085183,5.548979527040278e6,125.59582317505429,592391.9952139588,0.0,0.023089939078768742,0.0
0.1320408163265306,0.7422448979591837,2.010685343982574e7,134.18888431459837,5.5058551186762815e6,124.18777735784178,549899.2010072283,0.0,0.02146977933830008,0.0
0.1320408163265306,0.803265306122449,2.0106838190500412e7,134.19745648061505,5.465990909885778e6,122.4960827361804,510613.6611418987,0.0,0.019967038419467936,0.0
0.1320408163265306,0.8642857142857143,2.0106823892027214e7,134.2044657606872,5.429122937530684e6,120.50532540456209,474276.5920720212,0.0,0.018572900203686408,0.0
0.1320408163265306,0.9253061224489796,2.0106810501345474e7,134.21020183293038,5.395011140736766e6,118.24400569593779,440652.472457023,0.0,0.017279254738801608,0.0
0.1320408163265306,0.9863265306122448,2.010679797396438e7,134.21489982756137,5.363436833893131e6,115.79463312412214,409526.6035442472,0.0,0.01607863479208716,0.0
0.1320408163265306,1.04734693877551,2.0106786264899496e7,134.21875074863866,5.334200488016431e6,113.28443680674687,380702.97442852607,0.0,0.014964159139184792,0.0
0.1320408163265306,1.1083673469387756,2.010677532938237e7,134.2219098801217,5.307119774051335e6,110.85686020271454,354002.38806041324,0.0,0.013929481750815266,0.0
0.1320408163265306,1.1693877551020408,2.010676512339248e7,134.22450356946092,5.282027836844683e6,108.63685503907239,329260.8107814072,0.0,0.012968746143114458,0.0
0.1320408163265306,1.230408163265306,2.010675560404478e7,134.22663470503537,5.258771778232894e6,106.70633133851588,306327.9140136367,0.0,0.012076544256188466,0.0
0.1320408163265306,1.2914285714285714,2.010674672987197e7,134.22838714176365,5.237211327876258e6,105.09779350723697,285065.78164975933,0.0,0.011247879317043305,0.0
0.1320408163265306,1.3524489795918366,2.0106738461015575e7,134.229829279351,5.217217675815882e6,103.80302465082023,265347.76080646313,0.0,0.010478132222814044,0.0
0.1320408163265306,1.4134693877551021,2.010673075935322e7,134.23101695752845,5.198672439009413e6,102.78826097560892,247057.4370440816,0.0,0.009763031045483095,0.0
0.1320408163265306,1.4744897959183674,2.0106723588570386e7,134.23199580044545,5.181466737846851e6,102.00853916206242,230087.7180241093,0.0,0.009098623312074205,0.0
0.1320408163265306,1.5355102040816326,2.010671691419447e7,134.23280311651837,5.16550036498756e6,101.41780441573796,214340.0119707711,0.0,0.008481250758608092,0.0
0.1320408163265306,1.596530612244898,2.0106710703595035e7,134.23346943927058,5.15068103433196e6,100.97451162245702,199723.4893027216,0.0,0.007907526294681208,0.0
0.1320408163265306,1.6575510204081632,2.010670492596213e7,134.23401977802348,5.136923701309781e6,100.64387344560194,186154.41747378698,0.0,0.007374312949314876,0.0
0.1320408163265306,1.7185714285714286,2.0106699552266024e7,134.23447463392452,5.12414994735324e6,100.39810299598288,173555.56046447234,0.0,0.006878704597999814,0.0
0.1320408163265306,1.779591836734694,2.0106694555204965e7,134.23485082603037,5.112287422249788e6,100.21567939196389,161855.6355450296,0.0,0.006418008295883045,0.0
0.1320408163265306,1.8406122448979592,2.01066899091423e7,134.23516216351712,5.101269338590595e6,100.08027077941479,150988.820924608,0.0,0.0059897280632976,0.0
0.1320408163265306,1.9016326530612244,2.0106685590038635e7,134.2354199931511,5.091034013007149e6,99.97964737018143,140894.30874172907,0.0,0.005591549987908367,0.0
0.1320408163265306,1.96265306122449,2.0106681575379133e7,134.23563364552024,5.081524449372186e6,99.90472865967499,131515.8985641605,0.0,0.005221328523155867,0.0
0.1320408163265306,2.023673469387755,2.010667784409991e7,134.2358107990773,5.072687959633454e6,99.84880688390797,122801.62717323811,0.0,0.004877073875904778,0.0
0.1320408163265306,2.0846938775510204,2.0106674376511358e7,134.23595777736367,5.064475818419229e6,99.80694048927568,114703.43092612692,0.0,0.004556940387619948,0.0
0.1320408163265306,2.145714285714286,2.01066711542257e7,134.23607979188884,5.056842947991626e6,99.77549272995653,107176.8374337835,0.0,0.004259215823291526,0.0
0.1320408163265306,2.206734693877551,2.010666816008061e7,134.23618114076518,5.0497476305172555e6,99.75178650097138,100180.68367457448,0.0,0.003982311490972283,0.0
0.1320408163265306,2.2677551020408164,2.010666537807086e7,134.2362653712761,5.043151244971886e6,99.73384885894723,93676.85799334754,0.0,0.0037247531223555323,0.0
0.1320408163265306,2.3287755102040815,2.0106662793276325e7,134.23633541305674,5.037018026301285e6,99.7202231682391,87630.06372138459,0.0,0.0034851724514874225,0.0
0.1320408163265306,2.389795918367347,2.0106660391796075e7,134.23639368727336,5.031314844727267e6,99.70983149861638,82007.60240093882,0.0,0.003262299434593632,0.0
0.1320408163265306,2.4508163265306124,2.0106658160685565e7,134.2364421961836,5.026011003318793e6,99.70187402186086,76779.17481444526,0.0,0.0030549550592266707,0.0
0.1320408163265306,2.5118367346938775,2.010665608789392e7,134.23648259670045,5.02107805215242e6,99.69575549638483,71916.69820781243,0.0,0.0028620446955938622,0.0
0.1320408163265306,2.572857142857143,2.0106654162207678e7,134.23651626081053,5.016489617561695e6,99.69103152033897,67394.1382632618,0.0,0.0026825519470828137,0.0
0.1320408163265306,2.633877551020408,2.0106652373194303e7,134.23654432528772,5.012221245131777e6,99.6873691899413,63187.35452337262,0.0,0.002515532960732473,0.0
0.1320408163265306,2.6948979591836735,2.0106650711152315e7,134.236567732576,5.008250255230755e6,99.684518251823,59273.95809696524,0.0,0.0023601111617483554,0.0
0.1320408163265306,2.755918367346939,2.010664916706026e7,134.2365872644773,5.004555609990387e6,99.6822899047368,55633.1805916259,0.0,0.0022154723791854686,0.0
0.1320408163265306,2.816938775510204,2.010664773253234e7,134.2366035699082,5.001117790754396e6,99.68054118400258,52245.753319005016,0.0,0.0020808603326547943,0.0
0.1320408163265306,2.8779591836734695,2.010664639977439e7,134.23661718779,4.997918685107509e6,99.67916342742666,49093.79590914349,0.0,0.0019555724523866785,0.0
0.1320408163265306,2.9389795918367345,2.010664516154333e7,134.23662856593862,4.994941482680869e6,99.67807373137603,46160.71355047027,0.0,0.0018389560072327824,0.0
0.1320408163265306,3.0,2.010664401110958e7,134.2366380766698,4.992170579006338e6,99.67720860265518,43431.10214396433,0.0,0.0017304045172343635,0.0
0.19306122448979593,0.01,2.0106708667652942e7,133.6260108115145,6.419416265810289e6,133.56083521458754,1.4490493347015036e6,0.0,0.05462725288130945,0.0
0.19306122448979593,0.07102040816326531,2.0106685816490483e7,133.7403747473294,6.306319951069929e6,133.15763219806297,1.3379125034138581e6,0.0,0.05065354981510807,0.0
0.19306122448979593,0.1320408163265306,2.010666276219045e7,133.83308826946418,6.202792343948119e6,132.76531857484517,1.2361301757424008e6,0.0,0.046984256068989615,0.0
0.19306122448979593,0.19306122448979593,2.0106639878461614e7,133.90826942201372,6.107904517390986e6,132.37489407677822,1.1428022214973026e6,0.0,0.0435942049665416,0.0
0.19306122448979593,0.2540816326530612,2.010661743895982e7,133.9692583387105,6.020832574717112e6,131.97715039868274,1.0571289899213847e6,0.0,0.04046047315631681,0.0
0.19306122448979593,0.31510204081632653,2.0106595639988225e7,134.01875976471396,5.940844860867927e6,131.56199377548515,978399.317131075,0.0,0.03756220566465699,0.0
0.19306122448979593,0.37612244897959185,2.0106574618224286e7,134.05896164916376,5.8672904064353015e6,131.11757374219943,905979.6213347128,0.0,0.03488043155974576,0.0
0.19306122448979593,0.43714285714285717,2.0106554464525335e7,134.09163284622343,5.799588710574721e6,130.6291525155536,839304.2172191297,0.0,0.032397883835747314,0.0
0.19306122448979593,0.4981632653061224,2.0106535234673508e7,134.11820303671055,5.737220827329465e6,130.07767785392937,777866.8359962958,0.0,0.030098830608448666,0.0
0.19306122448979593,0.5591836734693878,2.010651695773719e7,134.1398277774007,5.679721650605913e6,129.43813175508296,721213.264722278,0.0,0.027968920775010994,0.0
0.19306122448979593,0.6202040816326531,2.010649964257542e7,134.1574412574968,5.62667326557448e6,128.67799980554827,668934.9876318758,0.0,0.02599504499579291,0.0
0.19306122448979593,0.6812244897959183,2.0106483282901138e7,134.171798979375,5.57769922994735e6,127.75672724515503,620663.7048491151,0.0,0.024165211586494085,0.0
0.19306122448979593,0.7422448979591837,2.0106467861222677e7,134.18351222985495,5.532459656210013e6,126.62774348455942,576066.6088007801,0.0,0.022468436263923086,0.0
0.19306122448979593,0.803265306122449,2.0106453351910934e7,134.19307589081993,5.490646978849411e6,125.24504863480611,534842.309455486,0.0,0.020894644414576894,0.0
0.19306122448979593,0.8642857142857143,2.0106439723582577e7,134.20089086178177,5.451982304914969e6,123.57536271156054,496717.3124401754,0.0,0.019434584493766376,0.0
0.19306122448979593,0.9253061224489796,2.0106426940950904e7,134.20728213287208,5.416212259401224e6,121.6136035169816,461442.967146004,0.0,0.018079751217093473,0.0
0.19306122448979593,0.9863265306122448,2.0106414966257066e7,134.21251335134616,5.383106247793734e6,119.39540927102581,428792.8141224814,0.0,0.01682231731705162,0.0
0.19306122448979593,1.04734693877551,2.0106403760372818e7,134.21679856379998,5.352454067363852e6,116.99941368715422,398560.2719352293,0.0,0.015655072770036436,0.0
0.19306122448979593,1.1083673469387756,2.0106393283646837e7,134.2203116846304,5.324063808781166e6,114.53615008010834,370556.6131104775,0.0,0.014571370532730688,0.0
0.19306122448979593,1.1693877551020408,2.010638349654533e7,134.22319413431686,5.297760002370403e6,112.12699924934225,344609.18685410725,0.0,0.013565077951508794,0.0
0.19306122448979593,1.230408163265306,2.0106374360134266e7,134.2255610045379,5.2733819776468305e6,109.8809523798366,320559.853038408,0.0,0.01263053312143949,0.0
0.19306122448979593,1.2914285714285714,2.010636583643587e7,134.2275060371963,5.250782415756049e6,107.8771055586006,298263.59765084233,0.0,0.011762505573751178,0.0
0.19306122448979593,1.3524489795918366,2.0106357888684932e7,134.2291056482157,5.229826077842864e6,106.15739600646336,277587.30465183663,0.0,0.010956160762747991,0.0
